1,0
2,0.5
3,0.75
4,0
5,0.3125
6,0.53125
7,0.1875
8,0.75
9,0.82421875
10,0.00390625
11,0.1279296875
12,0.31005859375
13,0.2734375
14,0.287109375
15,0.63983154296875
16,0.57196044921875
17,0.4621429443359375
18,0.5157241821289062
19,0.3638877868652344
20,0.6466464996337891
21,0.7278327941894531
22,0.434089183807373
23,0.3348584175109863
24,0.7200322151184082
25,0.9780104756355286
26,0.6253847479820251
27,0.6681841164827347
28,0.6960085034370422
29,0.4927569553256035
30,0.9244143441319466
31,0.9580019181594253
32,0.4405105328187346
33,0.6618142630904913
34,0.6453061435604468
35,0.1707232212647796
36,0.2336464709369466
37,0.4588522112899227
38,0.0693586707348004
39,0.1777045763192291
40,0.8256312850098766
41,0.3262726544298857
42,0.3166639075566309
43,0.6847959722838368
44,0.7513186500162874
45,0.1366673269661192
46,0.4611222908516766
47,0.7005655069250736
48,0.3586072690006503
49,0.4534823301649347
50,0.08560360020207014
51,0.8285546544961626
52,0.8725002169265093
53,0.5018395352846268
54,0.107386987053339
55,0.6678542153963616
56,0.2273166453323929
57,0.9185453074950023
58,0.3876168823447197
59,0.8217038442259545
60,0.9689828764301731
61,0.2366735609679316
62,0.6949864005878701
63,0.9500958897872267
65,0.6571150545548308
70,0.6439841804320401
75,0.1931688975616066
80,0.8289294721848897
85,0.0903437696623155
90,0.4023493269008402
95,0.2887251778456132
100,0.3698115766805314
105,0.4339139536794416
110,0.6797900857488874
115,0.5149424275913059
